main_category,number,sub_category,part_number,barcode_number,description,units,weight,length,brand
Lumber,100,KD FIR,LKD1208,na,1x2-8 Hiline Furring,EA,2.75,8,na
Lumber,100,KD FIR,LKD21008,na,2x10-8ft. Premium KD D-FIR,EA,27,8,na
Lumber,100,KD FIR,LKD21010,na,2x10-10ft. Premium KD D-FIR,EA,33,10,na
Lumber,100,KD FIR,LKD21012,na,2x10-12ft. Premium KD D-FIR,EA,40,12,na
Lumber,100,KD FIR,LKD21016,na,2x10-16ft. Premium KD D-FIR,EA,56,16,na
Lumber,100,KD FIR,LKD21020,na,2x10-20ft. Premium KD D-FIR,EA,67,20,na
Lumber,100,KD FIR,LKD21208,na,2x12-8ft. Premium KD D-FIR,EA,32,8,na
Lumber,100,KD FIR,LKD21210,na,2x12-10ft. Premium KD D-FIR,EA,40,10,na
Lumber,100,KD FIR,LKD21212,na,2x12-12ft. Premium KD D-FIR,EA,48,12,na
Lumber,100,KD FIR,LKD21216,na,2x12-16ft. Premium KD D-FIR,EA,64,16,na
Lumber,100,KD FIR,LKD21220,na,2x12-20ft. Premium KD D-FIR,EA,80,20,na
Lumber,100,KD FIR,LKD2208,na,2x2-8 Hi line Furring,EA,5,8,na
Lumber,100,KD FIR,LKD2408,na,2x4-8ft. Premium KD D-FIR,EA,5.33,8,na
Lumber,100,KD FIR,LKD2410,na,2x4-10ft. Premium KD D-FIR,EA,13,10,na
Lumber,100,KD FIR,LKD2412,na,2x4-12ft. Premium KD D-FIR,EA,16,12,na
Lumber,100,KD FIR,LKD2416,na,2x4-16ft. Premium KD D-FIR,EA,27,16,na
Lumber,100,KD FIR,LKD2608,na,2x6-8ft. Premium KD D-FIR,EA,16,8,na
Lumber,100,KD FIR,LKD2610,na,2x6-10ft. Premium KD D-FIR,EA,20,10,na
Lumber,100,KD FIR,LKD2612,na,2x6-12ft. Premium KD D-FIR,EA,24,12,na
Lumber,100,KD FIR,LKD2616,na,2x6-16ft. Premium KD D-FIR,EA,32,16,na
Lumber,100,KD FIR,LKD2620,na,2x6-20ft. Premium KD D-FIR,EA,40,20,na
Lumber,100,KD FIR,LKD2808,na,2x8-8ft. Premium KD D-FIR,EA,21,8,na
Lumber,100,KD FIR,LKD2810,na,2x8-10ft. Premium KD D-FIR,EA,27,10,na
Lumber,100,KD FIR,LKD2812,na,2x8-12ft. Premium KD D-FIR,EA,32,12,na
Lumber,100,KD FIR,LKD2816,na,2x8-16ft. Premium KD D-FIR,EA,43,16,na
Lumber,100,KD FIR,LKD2820,na,2x8-20ft. Premium KD D-FIR,EA,53,20,na
Lumber,100,KD FIR,LKD4408,na,4x4-8ft. no.2 & Better KD D-FIR,EA,22,8,na
Lumber,100,KD FIR,LKD4410,na,4x4-10ft. no.2 & Better KD D-FIR,EA,26,10,na
Lumber,100,KD FIR,LKD4412,na,4x4-12ft. no.2 & Better KD D-FIR,EA,32,12,na
Lumber,100,KD FIR,LKD4416,na,4x4-16ft. no.2 & Better KD D-FIR,EA,41,16,na
Lumber,100,KD FIR,LKD4420,na,4x4-20ft. no.2 & Better KD D-FIR,EA,54,20,na
Lumber,100,KD FIR,LKD4608,na,4x6-8 KD no.2 KD FIR S4S,EA,32,8,na
Lumber,100,KD FIR,LKD4610,na,4x6-10 KD no.2 KD FIR S4S,EA,40,10,na
Lumber,100,KD FIR,LKD4612,na,4x6-12 KD no.2 KD FIR S4S,EA,48,12,na
Lumber,105,Pressure treated,Lt 1408,na,1x4-8ft Pressure Treated,EA,6.66,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 1410,na,1x4-10ft Pressure Treated,EA,8.33,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 1412,na,1x4-12ft Pressure Treated,EA,9.99,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 1608,na,1x6-8ft Pressure Treated,EA,10,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 1610,na,1x6-10ft Pressure Treated,EA,12.5,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 1612,na,1x6-12ft Pressure Treated,EA,15,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 21008,na,2x10-8ft. Pressure Treated,EA,35,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 21010,na,2x10-10ft. Pressure Treated,EA,55,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 21012,na,2x10-12ft. Pressure Treated,EA,66,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 21016,na,2x10-16ft. Pressure Treated,EA,88,16,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 21208,na,2x12-8ft. Pressure Treated,EA,53,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 21210,na,2x12-10ft. Pressure Treated,EA,66,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 21212,na,2x12-12ft. Pressure Treated,EA,79,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 21216,na,2x12-16ft. Pressure Treated,EA,106,16,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2408,na,2x4-8ft. Pressure Treated,EA,17,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2410,na,2x4-10ft. Pressure Treated,EA,21,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2412,na,2x4-12ft. Pressure Treated,EA,26,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2416,na,2x4-16ft. Pressure Treated,EA,34,16,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2608,na,2x6-8ft. Pressure Treated,EA,26,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2610,na,2x6-10ft. Pressure Treated,EA,32,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2612,na,2x6-12ft. Pressure Treated,EA,38,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2616,na,2x6-16ft. Pressure Treated,EA,51,16,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2808,na,2x8-8ft. Pressure Treated,EA,35,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2810,na,2x8-10ft. Pressure Treated,EA,44,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2812,na,2x8-12ft. Pressure Treated,EA,53,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 2816,na,2x8-16ft. Pressure Treated,EA,70,16,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 41208,na,4x12-8ft. Pressure Treated,EA,112,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4408,na,4x4-8ft. Pressure Treated,EA,38,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4410,na,4x4-10ft. Pressure Treated,EA,48,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4412,na,4x4-12ft. Pressure Treated,EA,58,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4608,na,4x6-8ft. Pressure Treated,EA,56,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4610,na,4x6-10ft. Pressure Treated,EA,70,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4612,na,4x6-12ft. Pressure Treated,EA,84,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4616,na,4x6-16ft. Pressure Treated,EA,112,16,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4808,na,4x8-8ft. Pressure Treated,EA,75,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4810,na,4x8-10ft. Pressure Treated,EA,93,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4812,na,4x8-12ft. Pressure Treated,EA,112,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 4816,na,4x8-16ft. Pressure Treated,EA,149,16,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 6608,na,6x6-8ft. Pressure Treated,EA,86.4,8,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 6610,na,6x6-10ft. Pressure Treated,EA,108,10,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 6612,na,6x6-12ft Pressure Treated,EA,129.6,12,Allweather Wood Treaters
Lumber,105,Pressure treated,Lt 6616,na,6x6-16ft. Pressure Treated,EA,172.8,16,Allweather Wood Treaters
Lumber,105,Pressure treated,LTA2208,na,2x2-8ft. Allweather Deck,EA,5.5,8,Allweather Wood Treaters
Lumber,105,Pressure treated,LTA2408,na,2x4-8ft. Allweather Deck,EA,17,8,Allweather Wood Treaters
Lumber,105,Pressure treated,LTA2608,na,2x6-8ft. Allweather Deck,EA,26,8,Allweather Wood Treaters
Lumber,110,CVG FIR,LCF11008,na,1x10-8ft.CVG S4S FIR,EA,13.36,8,na
Lumber,110,CVG FIR,LCF11010,na,1x10-10ft.CVG S4S FIR,EA,16.7,10,na
Lumber,110,CVG FIR,LCF11012,na,1x10-12ft.CVG S4S FIR,EA,20.04,12,na
Lumber,110,CVG FIR,LCF11014,na,1x10-14ft.CVG S4S FIR,EA,23.38,14,na
Lumber,110,CVG FIR,LCF11016,na,1x10-16ft.CVG S4S FIR,EA,26.72,16,na
Lumber,110,CVG FIR,LCF11208,na,1x12-8ft.CVG S4S FIR,LF,16,8,na
Lumber,110,CVG FIR,LCF11210,na,1x12-10ft.CVG S4S FIR,LF,20,10,na
Lumber,110,CVG FIR,LCF11212,na,1x12-12ft.CVG S4S FIR,LF,24,12,na
Lumber,110,CVG FIR,LCF11214,na,1x12-14ft.CVG S4S FIR,LF,28,14,na
Lumber,110,CVG FIR,LCF11216,na,1x12-16ft.CVG S4S FIR,LF,32,16,na
Lumber,110,CVG FIR,LCF1208,na,1x2-8ft.CVG S4S FIR,EA,2.67,8,na
Lumber,110,CVG FIR,LCF1210,na,1x2-10ft.CVG S4S FIR,EA,3.33,10,na
Lumber,110,CVG FIR,LCF1212,na,1x2-12ft.CVG S4S FIR,EA,4,12,na
Lumber,110,CVG FIR,LCF1214,na,1x2-14ft.CVG S4S FIR,EA,4.67,14,na
Lumber,110,CVG FIR,LCF1216,na,1x2-16ft.CVG S4S FIR,EA,5.33,16,na
Lumber,110,CVG FIR,LCF1308,na,1x3-8ft.CVG S4S FIR,EA,4,8,na
Lumber,110,CVG FIR,LCF1310,na,1x3-10ft.CVG S4S FIR,EA,5,10,na
Lumber,110,CVG FIR,LCF1312,na,1x3-12ft.CVG S4S FIR,EA,6,12,na
Lumber,110,CVG FIR,LCF1314,na,1x3-14ft.CVG S4S FIR,EA,7,14,na
Lumber,110,CVG FIR,LCF1316,na,1x3-16ft.CVG S4S FIR,EA,8,16,na
Lumber,110,CVG FIR,LCF1408,na,1x4-8ft.CVG S4S FIR,EA,5.33,8,na
Lumber,110,CVG FIR,LCF1410,na,1x4-10ft.CVG S4S FIR,EA,6.67,10,na
Lumber,110,CVG FIR,LCF1412,na,1x4-12ft.CVG S4S FIR,EA,8,12,na
Lumber,110,CVG FIR,LCF1414,na,1x4-14ft.CVG S4S FIR,EA,9.33,14,na
Lumber,110,CVG FIR,LCF1416,na,1x4-16ft.CVG S4S FIR,EA,10.67,16,na
Lumber,110,CVG FIR,LCF14FLOOR,na,1x4 CVGFIR T&G FLOORING,LF,0.67,1,na
Lumber,110,CVG FIR,LCF1508,na,1x5-8ft.CVG S4S FIR,EA,6.67,8,na
Lumber,110,CVG FIR,LCF1510,na,1x5-10ft.CVG S4S FIR,EA,8.33,10,na
Lumber,110,CVG FIR,LCF1512,na,1x5-12ft.CVG S4S FIR,EA,10,12,na
Lumber,110,CVG FIR,LCF1514,na,1x5-14ft.CVG S4S FIR,EA,11.67,14,na
Lumber,110,CVG FIR,LCF1516,na,1x5-16ft.CVG S4S FIR,EA,13.33,16,na
Lumber,110,CVG FIR,LCF1608,na,1x6-8ft.CVG S4S FIR,EA,8,8,na
Lumber,110,CVG FIR,LCF1610,na,1x6-10ft.CVG S4S FIR,EA,10,10,na
Lumber,110,CVG FIR,LCF1612,na,1x6-12ft.CVG S4S FIR,EA,12,12,na
Lumber,110,CVG FIR,LCF1614,na,1x6-14ft.CVG S4S FIR,EA,14,14,na
Lumber,110,CVG FIR,LCF1616,na,1x6-16ft.CVG S4S FIR,EA,16,16,na
Lumber,110,CVG FIR,LCF1808,na,1x8-8ft.CVG S4S FIR,EA,10.67,8,na
Lumber,110,CVG FIR,LCF1810,na,1x8-10ft.CVG S4S FIR,EA,13.33,10,na
Lumber,110,CVG FIR,LCF1812,na,1x8-12ft.CVG S4S FIR,EA,16,12,na
Lumber,110,CVG FIR,LCF1814,na,1x8-14ft.CVG S4S FIR,EA,18.67,14,na
Lumber,110,CVG FIR,LCF1816,na,1x8-16ft.CVG S4S FIR,EA,21.33,16,na
Lumber,110,CVG FIR,LCF2208,na,2x2-8ft.CVG S4S FIR,EA,5.33,8,na
Lumber,110,CVG FIR,LCF2210,na,2x2-10ft.CVG S4S FIR,EA,6.67,10,na
Lumber,110,CVG FIR,LCF2212,na,2x2-12ft.CVG S4S FIR,EA,8,12,na
Lumber,110,CVG FIR,LCF2214,na,2x2-14ft.CVG S4S FIR,EA,9.33,14,na
Lumber,110,CVG FIR,LCF2216,na,2x2-16ft.CVG S4S FIR,EA,10.67,16,na
Lumber,110,CVG FIR,LCF2308,na,2x3-8ft.CVG S4S FIR,EA,8,8,na
Lumber,110,CVG FIR,LCF2310,na,2x3-10ft.CVG S4S FIR,EA,10,10,na
Lumber,110,CVG FIR,LCF2312,na,2x3-12ft.CVG S4S FIR,EA,12,12,na
Lumber,110,CVG FIR,LCF2314,na,2x3-14ft.CVG S4S FIR,EA,14,14,na
Lumber,110,CVG FIR,LCF2316,na,2x3-16ft.CVG S4S FIR,EA,16,16,na
Lumber,110,CVG FIR,LCF2408,na,2x4-8ft.CVG S4S FIR,EA,10.66,8,na
Lumber,110,CVG FIR,LCF2410,na,2x4-10ft.CVG S4S FIR,EA,13.34,10,na
Lumber,110,CVG FIR,LCF2412,na,2x4-12ft.CVG S4S FIR,EA,16,12,na
Lumber,110,CVG FIR,LCF2414,na,2x4-14ft.CVG S4S FIR,EA,18.66,14,na
Lumber,110,CVG FIR,LCF2416,na,2x4-16ft.CVG S4S FIR,EA,21.34,16,na
Lumber,110,CVG FIR,LCF2608,na,2x6-8ft.CVG S4S FIR,EA,16,8,na
Lumber,110,CVG FIR,LCF2610,na,2x6-10ft.CVG S4S FIR,EA,20,10,na
Lumber,110,CVG FIR,LCF2612,na,2x6-12ft.CVG S4S FIR,EA,24,12,na
Lumber,110,CVG FIR,LCF2614,na,2x6-14ft.CVG S4S FIR,EA,28,14,na
Lumber,110,CVG FIR,LCF2616,na,2x6-16ft.CVG S4S FIR,EA,32,16,na
Lumber,110,CVG FIR,LCF2808,na,2x8-8ft.CVG S4S FIR,EA,21.36,8,na
Lumber,110,CVG FIR,LCF2810,na,2x8-10ft.CVG S4S FIR,EA,26.7,10,na
Lumber,110,CVG FIR,LCF2812,na,2x8-12ft.CVG S4S FIR,EA,32.04,12,na
Lumber,110,CVG FIR,LCF2814,na,2x8-14ft.CVG S4S FIR,EA,37.38,14,na
Lumber,110,CVG FIR,LCF2816,na,2x8-16ft.CVG S4S FIR,EA,42.72,16,na
Lumber,110,CVG FIR,LCF4408,na,4x4-8ft.CMG S4S FIR,EA,21.33,8,na
Lumber,110,CVG FIR,LCF4409,na,4x4-09ft.CMG S4S FIR,EA,24,9,na
Lumber,110,CVG FIR,LCF4410,na,4x4-10ft.CMG S4S FIR,EA,26.67,10,na
Lumber,110,CVG FIR,LCF4412,na,4x4-12ft.CMG S4S FIR,EA,32,12,na
Lumber,110,CVG FIR,LCF4414,na,4x4-14ft.CMG S4S FIR,EA,37.33,14,na
Lumber,110,CVG FIR,LCF4416,na,4x4-16ft.CMG S4S FIR,EA,42.67,16,na
Lumber,110,CVG FIR,LCFH408,na,1/2x4-8ft.CVG S4S FIR,EA,2.67,8,na
Lumber,110,CVG FIR,LCFH410,na,1/2x4-10ft.CVG S4S FIR,EA,3.33,10,na
Lumber,110,CVG FIR,LCFH412,na,1/2x4-12ft.CVG S4S FIR,EA,4,12,na
Lumber,110,CVG FIR,LCFH414,na,1/2x4-14ft.CVG S4S FIR,EA,4.67,14,na
Lumber,110,CVG FIR,LCFH416,na,1/2x4-16ft.CVG S4S FIR,EA,5.33,16,na
Lumber,110,CVG FIR,LCFH608,na,1/2x6-8ft.CVG S4S FIR,EA,4,8,na
Lumber,110,CVG FIR,LCFH610,na,1/2x6-10ft.CVG S4S FIR,EA,5,10,na
Lumber,110,CVG FIR,LCFH612,na,1/2x6-12ft.CVG S4S FIR,EA,6,12,na
Lumber,110,CVG FIR,LCFH614,na,1/2x6-14ft.CVG S4S FIR,EA,7,14,na
Lumber,110,CVG FIR,LCFH616,na,1/2x6-16ft.CVG S4S FIR,EA,8,16,na
Lumber,110,CVG FIR,LCFH808,na,1/2x8-8ft.CVG S4S FIR,EA,5.33,8,na
Lumber,110,CVG FIR,LCFH810,na,1/2x8-10ft.CVG S4S FIR,EA,6.67,10,na
Lumber,110,CVG FIR,LCFH812,na,1/2x8-12ft.CVG S4S FIR,EA,8,12,na
Lumber,110,CVG FIR,LCFH814,na,1/2x8-14ft.CVG S4S FIR,EA,9.33,14,na
Lumber,110,CVG FIR,LCFH816,na,1/2x8-16ft.CVG S4S FIR,EA,10.67,16,na
Lumber,110,CVG FIR,LCFQ408,na,5/4x4-8ft.CVG S4S FIR,EA,6.67,8,na
Lumber,110,CVG FIR,LCFQ410,na,5/4x4-10ft.CVG S4S FIR,EA,8.33,10,na
Lumber,110,CVG FIR,LCFQ412,na,5/4x4-12ft.CVG S4S FIR,EA,10,12,na
Lumber,110,CVG FIR,LCFQ414,na,5/4x4-14ft.CVG S4S FIR,EA,11.67,14,na
Lumber,110,CVG FIR,LCFQ415,na,5/4x4-15ft.CVG S4S FIR,EA,12.5,15,na
Lumber,110,CVG FIR,LCFQ416,na,5/4x4-16ft.CVG S4S FIR,EA,13.33,16,na
Lumber,110,CVG FIR,LCFQ508,na,5/4x5-8ft.CVG S4S FIR,EA,8.33,8,na
Lumber,110,CVG FIR,LCFQ510,na,5/4x5-10ft.CVG S4S FIR,EA,10.42,10,na
Lumber,110,CVG FIR,LCFQ512,na,5/4x5-12ft.CVG S4S FIR,EA,12.5,12,na
Lumber,110,CVG FIR,LCFQ514,na,5/4x5-14ft.CVG S4S FIR,EA,14.58,14,na
Lumber,110,CVG FIR,LCFQ516,na,5/4x5-16ft.CVG S4S FIR,EA,16.67,16,na
Lumber,110,CVG FIR,LCFQ608,na,5/4x6-8ft.CVG S4S FIR,EA,10,8,na
Lumber,110,CVG FIR,LCFQ610,na,5/4x6-10ft.CVG S4S FIR,EA,12.5,10,na
Lumber,110,CVG FIR,LCFQ612,na,5/4x6-12ft.CVG S4S FIR,EA,15,12,na
Lumber,110,CVG FIR,LCFQ614,na,5/4x6-14ft.CVG S4S FIR,EA,17.5,14,na
Lumber,110,CVG FIR,LCFQ616,na,5/4x6-16ft.CVG S4S FIR,EA,20,16,na
Lumber,110,CVG FIR,LCFQ808,na,5/4x8-8ft.CVG S4S FIR,EA,13.33,8,na
Lumber,110,CVG FIR,LCFQ810,na,5/4x8-10ft.CVG S4S FIR,EA,16.67,10,na
Lumber,110,CVG FIR,LCFQ812,na,5/4x8-12ft.CVG S4S FIR,EA,20,12,na
Lumber,110,CVG FIR,LCFQ814,na,5/4x8-14ft.CVG S4S FIR,EA,23.33,14,na
Lumber,110,CVG FIR,LCFQ816,na,5/4x8-16ft.CVG S4S FIR,EA,26.67,16,na
Lumber,110,CVG FIR,LCFSTEP,na,5/4 x 12 CVG STEPPING,LF,2.5,1,na
Lumber,115,Green Fir,LGF2408,na,2x4-8 no.2 GREEN DOUGLAS FIR,EA,10.67,8,na
Lumber,115,Green Fir,LGF41008,na,4x10-8ft.no.2 Green Douglas Fir,EA,58.67,8,na
Lumber,115,Green Fir,LGF41010,na,4x10-10ft.no.2 Green Douglas Fir,EA,73.33,10,na
Lumber,115,Green Fir,LGF41012,na,4x10-12ft.no.2 Green Douglas Fir,EA,88,12,na
Lumber,115,Green Fir,LGF41016,na,4x10-16ft.no.2 Green Douglas Fir,EA,117.33,16,na
Lumber,115,Green Fir,LGF41208,na,4x12-8ft.no.2 Green Douglas Fir,EA,70.4,8,na
Lumber,115,Green Fir,LGF41210,na,4x12-10ft.no.2 Green Douglas Fir,EA,88,10,na
Lumber,115,Green Fir,LGF41212,na,4x12-12ft.no.2 Green Douglas Fir,EA,105.6,12,na
Lumber,115,Green Fir,LGF41216,na,4x12-16ft.no.2 Green Douglas Fir,EA,140.8,16,na
Lumber,115,Green Fir,LGF4408,na,4x4-8ft. no. 2 Green Douglas FIr,EA,23.47,8,na
Lumber,115,Green Fir,LGF4410,na,4x4-10ft. no. 2 Green Douglas FIr,EA,29.33,10,na
Lumber,115,Green Fir,LGF4412,na,4x4-12ft. no. 2 Green Douglas FIr,EA,35.2,12,na
Lumber,115,Green Fir,LGF4608,na,4x6-8ft.no.2 Green Douglas Fir,EA,35.2,8,na
Lumber,115,Green Fir,LGF4610,na,4x6-10ft.no.2 Green Douglas Fir,EA,44,10,na
Lumber,115,Green Fir,LGF4612,na,4x6-12ft.no.2 Green Douglas Fir,EA,52.8,12,na
Lumber,115,Green Fir,LGF4616,na,4x6-16ft.no.2 Green Douglas Fir,EA,70.4,16,na
Lumber,115,Green Fir,LGF4808,na,4x8-8ft.no.2 Green Douglas Fir,EA,46.93,8,na
Lumber,115,Green Fir,LGF4810,na,4x8-10ft.no.2 Green Douglas Fir,EA,58.67,10,na
Lumber,115,Green Fir,LGF4812,na,4x8-12ft.no.2 Green Douglas Fir,EA,70.4,12,na
Lumber,115,Green Fir,LGF4816,na,4x8-16ft.no.2 Green Douglas Fir,EA,93.87,16,na
Lumber,115,Green Fir,LGF6608,na,6x6-8ft.no.2 Green Douglas Fir,EA,57.6,8,na
Lumber,115,Green Fir,LGF6610,na,6x6-10ft.no.2 Green Douglas Fir,EA,72,10,na
Lumber,115,Green Fir,LGF6612,na,6x6-12ft.no.2 Green Douglas Fir,EA,86.4,12,na
Lumber,115,Green Fir,LGF6616,na,6x6-16ft.no.2 Green Douglas Fir,EA,115.2,16,na
Lumber,120,Cedar,LCHR2608,na,2X6  8ft. WRC C&BTR/D HAND RAIL,EA,13.6,8,na
Lumber,120,Cedar,LCHR2610,na,2X6 10ft. WRC C&BTR/D HAND RAIL,EA,17,10,na
Lumber,120,Cedar,LCHR2612,na,2X6 12ft. WRC C&BTR/D HAND RAIL,EA,20.4,12,na
Lumber,120,Cedar,LWC1208,na,1x2-8ft.Clear Green S1S2E WRC,EA,3.07,8,na
Lumber,120,Cedar,LWC1210,na,1x2-10ft.Clear Green S1S2E WRC,EA,3.83,10,na
Lumber,120,Cedar,LWC1212,na,1x2-12ft.Clear Green S1S2E WRC,EA,4.6,12,na
Lumber,120,Cedar,LWC1214,na,1x2-14ft.Clear Green S1S2E WRC,EA,5.37,14,na
Lumber,120,Cedar,LWC1216,na,1x2-16ft.Clear Green S1S2E WRC,EA,6.13,16,na
Lumber,120,Cedar,LWC1308,na,1x3-8ft.Clear Green S1S2E WRC,EA,4.6,8,na
Lumber,120,Cedar,LWC1310,na,1x3-10ft.Clear Green S1S2E WRC,EA,5.75,10,na
Lumber,120,Cedar,LWC1312,na,1x3-12ft.Clear Green S1S2E WRC,EA,6.9,12,na
Lumber,120,Cedar,LWC1314,na,1x3-14ft.Clear Green S1S2E WRC,EA,8.05,14,na
Lumber,120,Cedar,LWC1316,na,1x3-16ft.Clear Green S1S2E WRC,EA,9.2,16,na
Lumber,120,Cedar,LWC1408,na,1x4-8ft.Clear Green S1S2E WRC,EA,6.13,8,na
Lumber,120,Cedar,LWC1410,na,1x4-10ft.Clear Green S1S2E WRC,EA,7.67,10,na
Lumber,120,Cedar,LWC1412,na,1x4-12ft.Clear Green S1S2E WRC,EA,9.2,12,na
Lumber,120,Cedar,LWC1414,na,1x4-14ft.Clear Green S1S2E WRC,EA,10.73,14,na
Lumber,120,Cedar,LWC1416,na,1x4-16ft.Clear Green S1S2E WRC,EA,12.27,16,na
Lumber,120,Cedar,LWC1608,na,1x6-8ft.Clear Green S1S2E WRC,EA,9.2,8,na
Lumber,120,Cedar,LWC1610,na,1x6-10ft.Clear Green S1S2E WRC,EA,11.5,10,na
Lumber,120,Cedar,LWC1612,na,1x6-12ft.Clear Green S1S2E WRC,EA,13.8,12,na
Lumber,120,Cedar,LWC1614,na,1x6-14ft.Clear Green S1S2E WRC,EA,16.1,14,na
Lumber,120,Cedar,LWC1616,na,1x6-16ft.Clear Green S1S2E WRC,EA,18.4,16,na
Lumber,120,Cedar,LWC1808,na,1x8-8ft.Clear Green S1S2E WRC,EA,12.27,8,na
Lumber,120,Cedar,LWC1810,na,1x8-10ft.Clear Green S1S2E WRC,EA,15.33,10,na
Lumber,120,Cedar,LWC1812,na,1x8-12ft.Clear Green S1S2E WRC,EA,18.4,12,na
Lumber,120,Cedar,LWC1814,na,1x8-14ft.Clear Green S1S2E WRC,EA,21.47,14,na
Lumber,120,Cedar,LWC1816,na,1x8-16ft.Clear Green S1S2E WRC,EA,24.53,16,na
Lumber,120,Cedar,LWC2203,na,2x2-3ft.Clear Green S4S WRC,EA,2.5,3,na
Lumber,120,Cedar,LWC2204,na,2x2-4ft.Clear Green S4S WRC,EA,3.33,4,na
Lumber,120,Cedar,LWC2208,na,2x2-8ft.Clear Green S4S WRC,EA,6.67,8,na
Lumber,120,Cedar,LWC2210,na,2x2-10ft.Clear Green S4S WRC,EA,8.33,10,na
Lumber,120,Cedar,LWC2212,na,2x2-12ft.Clear Green S4S WRC,EA,10,12,na
Lumber,120,Cedar,LWC2408,na,2x4-8ft.Clear Green S4S WRC,EA,13.33,8,na
Lumber,120,Cedar,LWC2410,na,2x4-10ft.Clear Green S4S WRC,EA,16.67,10,na
Lumber,120,Cedar,LWC2412,na,2x4-12ft.Clear Green S4S WRC,EA,20,12,na
Lumber,120,Cedar,LWC2414,na,2x4-14ft.Clear Green S4S WRC,EA,23.33,14,na
Lumber,120,Cedar,LWC2416,na,2x4-16ft.Clear Green S4S WRC,EA,26.67,16,na
Lumber,120,Cedar,LWC2608,na,2x6-8ft.Clear Green S4S WRC,EA,20,8,na
Lumber,120,Cedar,LWC2610,na,2x6-10ft.Clear Green S4S WRC,EA,25,10,na
Lumber,120,Cedar,LWC2612,na,2x6-12ft.Clear Green S4S WRC,EA,30,12,na
Lumber,120,Cedar,LWC2614,na,2x6-14ft.Clear Green S4S WRC,EA,35,14,na
Lumber,120,Cedar,LWC2616,na,2x6-16ft.Clear Green S4S WRC,EA,40,16,na
Lumber,120,Cedar,LWCQ408,na,5/4x4-8ft.Clear Green S1S2E WRC,EA,8.33,8,na
Lumber,120,Cedar,LWCQ410,na,5/4x4-10ft.Clear Green S1S2E WRC,EA,10.42,10,na
Lumber,120,Cedar,LWCQ412,na,5/4x4-12ft.Clear Green S1S2E WRC,EA,12.5,12,na
Lumber,120,Cedar,LWCQ414,na,5/4x4-14ft.Clear Green S1S2E WRC,EA,14.58,14,na
Lumber,120,Cedar,LWCQ416,na,5/4x4-16ft.Clear Green S1S2E WRC,EA,16.67,16,na
Lumber,120,Cedar,LWCQ608,na,5/4x6-8ft.Clear Green S1S2E WRC,EA,8.33,8,na
Lumber,120,Cedar,LWCQ610,na,5/4x6-10ft.Clear Green S1S2E WRC,EA,10.42,10,na
Lumber,120,Cedar,LWCQ612,na,5/4x6-12ft.Clear Green S1S2E WRC,EA,12.5,12,na
Lumber,120,Cedar,LWCQ614,na,5/4x6-14ft.Clear Green S1S2E WRC,EA,14.58,14,na
